UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine failure
711,M00711,H,300.73,311.02,1610.0,47.99,0,0,0,0,0,0,0
712,M00712,M,298.55,306.45,1376.0,30.6,184,0,0,0,0,0,0
713,M00713,H,299.44,310.91,1514.0,29.05,70,0,0,0,0,0,0
714,M00714,H,297.0,312.47,1386.0,56.14,240,1,0,0,0,0,1
715,M00715,M,297.95,309.56,1601.0,41.01,118,0,0,0,0,0,0
716,M00716,L,298.92,311.99,1525.0,33.77,67,0,0,0,0,0,0
717,M00717,M,302.46,308.62,1419.0,33.79,60,0,0,0,0,0,0
718,M00718,L,298.72,307.03,1311.0,33.51,206,0,0,0,0,0,0
719,M00719,M,301.28,310.28,1548.0,32.91,100,0,0,0,0,0,0
720,M00720,H,298.92,306.49,1282.0,27.17,88,0,0,0,0,0,0
721,M00721,M,300.5,309.52,1577.0,25.0,183,0,0,0,0,0,0
722,M00722,L,299.72,312.57,1973.0,38.05,134,0,0,0,0,0,0
723,M00723,L,301.75,306.18,1743.0,34.07,165,0,0,0,0,0,0
724,M00724,H,298.93,307.44,1629.0,51.07,111,0,0,1,0,0,1
725,M00725,L,296.85,307.94,1485.0,42.93,16,0,0,0,0,0,0
726,M00726,L,297.24,309.87,1151.0,42.65,1,0,0,0,0,0,0
727,M00727,L,298.94,309.27,1262.0,32.57,9,0,0,0,0,0,0
728,M00728,L,297.5,312.8,1731.0,38.79,143,0,0,0,0,0,0
729,M00729,L,300.82,311.91,1358.0,43.61,128,0,0,0,0,0,0
730,M00730,M,299.07,310.99,1374.0,47.16,186,0,0,0,0,0,0
731,M00731,L,304.75,310.29,1470.0,39.06,223,1,0,0,0,0,1
732,M00732,L,296.52,310.79,1309.0,50.79,43,0,0,0,0,0,0
733,M00733,L,300.41,308.28,1279.0,40.08,239,1,0,0,0,0,1
734,M00734,L,297.74,311.71,1491.0,47.93,232,1,0,0,0,0,1
735,M00735,L,299.01,307.78,1340.0,35.1,153,0,0,0,0,0,0
736,M00736,M,300.28,311.67,1367.0,21.87,132,0,0,0,0,0,0
737,M00737,L,295.35,312.37,1359.0,42.68,44,0,0,0,0,0,0
738,M00738,L,300.47,310.42,1594.0,47.25,44,0,0,0,0,0,0
739,M00739,L,303.81,309.65,1458.0,45.75,4,0,0,0,0,0,0
740,M00740,L,299.09,310.8,1468.0,44.22,161,0,0,0,0,0,0
741,M00741,L,300.52,304.28,1607.0,36.51,108,0,0,0,0,0,0
742,M00742,L,302.05,310.6,1474.0,31.93,47,0,0,0,0,0,0
743,M00743,H,299.67,309.77,1450.0,45.52,33,0,0,0,0,0,0
744,M00744,L,298.84,309.9,1585.0,44.26,15,0,0,0,0,0,0
745,M00745,M,295.45,311.41,1620.0,34.39,160,0,0,0,0,0,0
746,M00746,L,301.28,309.85,1474.0,51.09,171,0,0,0,0,0,0
747,M00747,L,299.77,307.72,1515.0,31.17,157,0,0,0,0,0,0
748,M00748,L,297.97,309.72,1359.0,34.16,27,0,0,0,0,0,0
749,M00749,M,300.25,310.14,1345.0,56.36,10,0,0,0,0,0,0
750,M00750,H,298.83,310.23,1638.0,48.69,26,0,0,0,0,0,0
751,M00751,L,298.94,310.32,1580.0,36.42,187,0,0,0,0,0,0
752,M00752,L,301.21,312.08,1582.0,42.87,184,0,0,0,0,0,0
753,M00753,L,297.32,307.83,1551.0,41.55,73,0,0,0,0,0,0
754,M00754,L,302.09,310.35,1508.0,12.54,13,0,0,0,0,0,0
755,M00755,M,297.2,312.58,1625.0,30.94,79,0,0,0,0,0,0
756,M00756,L,298.67,306.53,1668.0,39.49,202,0,0,0,0,0,0
757,M00757,L,303.85,310.36,1664.0,36.43,35,0,0,0,0,0,0
758,M00758,H,302.25,308.83,1482.0,42.47,199,0,0,0,0,0,0
759,M00759,L,300.2,309.26,1750.0,51.29,115,0,0,1,0,0,1
760,M00760,L,298.12,308.19,1541.0,36.78,35,0,0,0,0,0,0
761,M00761,M,298.94,309.66,1614.0,29.42,233,1,0,0,0,0,1
762,M00762,L,300.15,313.68,1551.0,43.25,129,0,0,0,0,0,0
763,M00763,L,300.08,307.47,1544.0,36.73,167,0,0,0,0,0,0
764,M00764,L,299.82,307.66,1368.0,38.44,24,0,0,0,0,0,0
765,M00765,H,299.94,307.4,1626.0,37.08,92,0,0,0,0,0,0
766,M00766,L,299.57,313.45,2012.0,62.42,158,0,0,1,0,0,1
767,M00767,L,297.12,309.08,1433.0,17.59,161,0,0,0,0,0,0
768,M00768,L,298.97,309.95,1513.0,36.12,15,0,0,0,0,0,0
769,M00769,L,301.83,309.19,1420.0,39.96,151,0,0,0,0,0,0
770,M00770,M,297.26,308.11,1412.0,32.19,236,1,0,0,0,0,1
771,M00771,L,299.62,309.53,1778.0,49.0,196,0,0,1,0,0,1
772,M00772,M,298.36,314.92,1379.0,48.13,51,0,0,0,0,0,0
773,M00773,M,300.22,312.78,1415.0,39.52,228,1,0,0,0,0,1
774,M00774,H,299.22,308.29,1214.0,37.29,170,0,0,0,0,0,0
775,M00775,L,302.95,311.3,1364.0,38.88,14,0,0,0,0,0,0
776,M00776,H,301.01,308.34,1192.0,38.95,32,0,0,0,0,0,0
777,M00777,M,297.38,306.45,1614.0,39.22,230,1,0,0,0,0,1
778,M00778,L,301.34,312.04,2004.0,38.12,52,0,0,0,0,0,0
779,M00779,M,298.45,312.32,1434.0,42.52,24,0,0,0,0,0,0
780,M00780,H,298.85,312.09,1200.0,47.53,112,0,0,0,0,0,0
781,M00781,L,300.63,309.06,1662.0,27.7,131,0,0,0,0,0,0
782,M00782,H,299.02,309.67,1369.0,29.49,143,0,0,0,0,0,0
783,M00783,L,301.79,311.5,1734.0,22.51,164,0,0,0,0,0,0
784,M00784,M,298.45,310.78,1449.0,48.66,249,1,0,0,0,0,1
785,M00785,H,298.76,309.21,1386.0,42.5,189,0,0,0,0,0,0
786,M00786,L,298.69,306.76,1468.0,45.05,6,0,0,0,0,0,0
787,M00787,H,298.87,310.23,1636.0,25.71,22,0,0,0,0,0,0
788,M00788,L,302.2,312.16,1459.0,57.85,0,0,0,1,0,0,1
789,M00789,M,301.26,307.6,1411.0,33.91,98,0,0,0,0,0,0
790,M00790,M,303.42,311.28,1464.0,41.68,87,0,0,0,0,0,0
791,M00791,L,304.54,310.66,1271.0,48.54,233,1,0,0,0,0,1
792,M00792,L,297.94,311.5,1571.0,30.13,91,0,0,0,0,0,0
793,M00793,L,300.14,311.74,1178.0,34.54,7,0,0,0,0,0,0
794,M00794,L,297.65,308.61,1420.0,41.79,220,0,0,0,0,0,0
795,M00795,L,298.44,306.77,1637.0,68.57,65,0,0,1,0,0,1
796,M00796,L,298.74,308.93,1555.0,43.01,228,1,0,0,0,0,1
797,M00797,L,297.89,311.78,1606.0,56.06,193,0,0,1,0,0,1
798,M00798,L,297.9,308.92,1488.0,52.06,220,0,0,0,0,0,0
799,M00799,M,299.71,308.61,1711.0,43.68,204,0,0,0,0,0,0
800,M00800,M,297.57,306.36,1666.0,30.11,35,0,0,0,0,0,0
801,M00801,M,301.68,313.51,1580.0,50.6,156,0,0,0,0,0,0
802,M00802,L,298.16,311.65,1667.0,25.02,103,0,0,0,0,0,0
803,M00803,H,305.62,311.54,1635.0,56.01,157,0,0,1,0,0,1
804,M00804,M,299.1,311.94,1421.0,42.0,186,0,0,0,0,0,0
805,M00805,L,300.14,311.15,1258.0,13.5,125,0,0,0,0,0,0
806,M00806,L,297.41,309.51,1576.0,36.59,78,0,0,0,0,0,0
807,M00807,M,303.41,309.67,1598.0,46.54,229,1,0,0,0,0,1
808,M00808,L,302.24,309.14,1696.0,37.63,165,0,0,0,0,0,0
809,M00809,M,300.59,315.27,1331.0,47.15,221,1,0,0,0,0,1
810,M00810,H,297.31,311.11,1337.0,31.5,59,0,0,0,0,0,0
811,M00811,L,300.42,309.07,1583.0,26.94,209,0,0,0,0,0,0
812,M00812,L,297.76,310.93,1487.0,39.29,80,0,0,0,0,0,0
813,M00813,H,302.92,307.98,1161.0,40.32,115,0,0,0,0,0,0
814,M00814,M,301.62,313.01,1568.0,36.52,215,0,0,0,0,0,0
815,M00815,L,300.19,308.68,1167.0,52.27,88,0,0,0,0,1,1
816,M00816,H,295.13,311.0,1330.0,31.5,62,0,0,0,0,0,0
817,M00817,H,298.03,312.13,1743.0,43.13,228,1,0,0,0,0,1
818,M00818,M,301.38,310.77,1828.0,40.68,241,1,0,0,0,0,1
819,M00819,M,302.43,310.19,1281.0,24.43,77,0,0,0,0,0,0
820,M00820,L,302.22,310.02,1441.0,26.81,76,0,0,0,0,0,0
821,M00821,L,296.82,309.89,1508.0,40.12,56,0,0,0,0,0,0
822,M00822,M,300.6,308.85,1821.0,59.81,5,0,0,1,0,0,1
823,M00823,L,302.03,309.1,1411.0,45.79,138,0,0,0,0,0,0
824,M00824,M,296.68,312.96,1414.0,22.74,63,0,0,0,0,0,0
825,M00825,H,299.98,309.78,1779.0,8.9,212,0,0,0,0,0,0
826,M00826,L,300.55,308.43,1433.0,47.33,42,0,0,0,0,0,0
827,M00827,M,299.4,308.97,1630.0,39.04,158,0,0,0,0,0,0
828,M00828,L,296.3,312.2,1234.0,51.41,126,0,0,0,0,0,0
829,M00829,H,299.35,311.35,1469.0,31.19,152,0,0,0,0,0,0
830,M00830,L,299.35,311.12,1201.0,43.5,28,0,0,0,0,0,0
831,M00831,M,299.7,309.48,1310.0,48.46,116,0,0,0,0,0,0
832,M00832,M,298.87,311.15,1651.0,35.53,156,0,0,0,0,0,0
833,M00833,L,299.11,308.71,1491.0,35.74,85,0,0,0,0,0,0
834,M00834,M,299.92,309.48,1443.0,40.25,218,0,0,0,0,0,0
835,M00835,M,300.88,311.94,1365.0,45.43,132,0,0,0,0,0,0
836,M00836,M,299.39,311.75,1460.0,39.86,90,0,0,0,0,0,0
837,M00837,M,299.18,308.04,1554.0,49.74,7,0,0,0,0,0,0
838,M00838,H,300.18,308.29,1677.0,35.38,42,0,0,0,0,0,0
839,M00839,L,296.16,310.22,1027.0,26.72,119,0,0,0,0,0,0
840,M00840,M,300.95,313.45,1350.0,59.77,100,0,0,1,0,0,1
841,M00841,L,300.0,306.17,1529.0,33.95,217,0,0,0,0,0,0
842,M00842,M,300.08,310.56,1482.0,34.32,196,0,0,0,0,0,0
843,M00843,M,301.92,307.25,1573.0,39.34,39,0,0,0,0,0,0
844,M00844,L,296.09,308.73,1548.0,40.67,147,0,0,0,0,0,0
845,M00845,L,296.05,309.27,1445.0,36.13,113,0,0,0,0,0,0
846,M00846,H,300.55,309.16,1405.0,39.83,25,0,0,0,0,0,0
847,M00847,L,299.99,308.93,1456.0,39.6,166,0,0,0,0,0,0
848,M00848,M,300.34,310.01,1707.0,41.75,134,0,0,0,0,0,0
849,M00849,L,299.08,308.93,1368.0,16.43,21,0,0,0,0,0,0
850,M00850,H,301.33,307.08,1489.0,58.81,117,0,0,1,0,0,1
851,M00851,L,301.87,311.56,1533.0,38.53,182,0,0,0,0,0,0
852,M00852,L,300.97,311.51,1781.0,45.81,81,0,0,1,0,0,1
853,M00853,H,299.48,311.69,1446.0,26.22,89,0,0,0,0,0,0
854,M00854,H,295.78,306.92,1673.0,35.29,27,0,0,0,0,0,0
855,M00855,L,301.54,310.6,1722.0,33.28,51,0,0,0,0,0,0
856,M00856,L,302.44,311.35,1489.0,54.7,245,1,0,1,0,0,1
857,M00857,M,301.29,307.94,1462.0,34.14,155,0,0,0,0,0,0
858,M00858,H,298.24,310.02,1441.0,47.58,44,0,0,0,0,0,0
859,M00859,L,301.35,309.77,1454.0,33.5,120,0,0,0,0,0,0
860,M00860,M,301.72,313.68,1654.0,35.47,48,0,0,0,0,0,0
861,M00861,M,303.12,313.85,1542.0,37.54,110,0,1,0,0,0,1
862,M00862,M,298.25,306.67,1542.0,52.84,36,0,0,1,0,0,1
863,M00863,M,299.55,314.99,1297.0,21.1,154,0,0,0,0,0,0
864,M00864,M,301.49,308.17,1326.0,26.84,142,0,0,0,0,0,0
865,M00865,L,300.11,311.96,1886.0,20.53,158,0,0,0,0,0,0
866,M00866,H,297.77,311.94,1468.0,29.12,110,0,0,0,0,0,0
867,M00867,H,300.83,308.01,1361.0,31.88,71,0,0,0,0,0,0
868,M00868,M,301.16,310.99,1758.0,23.86,62,0,0,0,0,0,0
869,M00869,L,300.18,309.78,1551.0,32.66,53,0,0,0,0,0,0
870,M00870,L,300.44,311.11,1604.0,19.85,107,0,0,0,0,0,0
871,M00871,M,299.48,310.46,1475.0,29.82,112,0,0,0,0,0,0
872,M00872,L,302.96,312.39,1443.0,52.0,168,0,0,0,0,0,0
873,M00873,H,298.2,310.15,1469.0,44.04,13,0,0,0,0,0,0
874,M00874,L,298.83,309.66,1251.0,41.87,70,0,0,0,0,0,0
875,M00875,M,300.02,312.19,1484.0,29.97,213,0,0,0,0,0,0
876,M00876,H,301.76,311.16,1553.0,24.64,228,1,0,0,0,0,1
877,M00877,L,297.01,311.46,1833.0,28.61,232,1,0,0,0,0,1
878,M00878,L,297.38,308.67,1515.0,39.57,76,0,0,0,0,0,0
879,M00879,M,295.92,307.91,1080.0,48.68,34,0,0,0,0,0,0
880,M00880,M,300.07,308.86,1483.0,49.02,49,0,0,0,0,0,0
881,M00881,L,297.76,308.76,1993.0,46.31,32,0,0,1,0,0,1
882,M00882,M,299.23,311.57,1656.0,32.62,238,1,0,0,0,0,1
883,M00883,H,301.32,311.95,1354.0,40.25,220,0,0,0,0,0,0
884,M00884,L,298.72,309.69,1606.0,36.79,202,0,0,0,0,0,0
885,M00885,L,300.46,312.86,1366.0,37.99,182,0,0,0,0,0,0
886,M00886,L,299.4,312.74,1256.0,60.37,85,0,0,0,0,0,0
887,M00887,L,301.34,310.49,1437.0,22.38,118,0,0,0,0,0,0
888,M00888,L,300.95,308.36,1516.0,37.65,210,0,0,0,0,0,0
889,M00889,L,298.62,313.15,1163.0,52.12,203,0,0,0,0,0,0
890,M00890,M,299.66,309.88,1293.0,25.34,129,0,0,0,0,0,0
891,M00891,L,302.09,310.25,1502.0,33.56,209,0,0,0,0,0,0
892,M00892,H,300.79,309.32,1427.0,34.71,86,0,0,0,0,0,0
893,M00893,L,297.21,308.22,1571.0,37.77,103,0,0,0,0,0,0
894,M00894,L,301.31,307.06,1281.0,24.04,209,0,0,0,0,0,0
895,M00895,M,297.83,311.27,1629.0,45.95,94,0,0,0,0,0,0
896,M00896,H,302.83,308.43,1287.0,46.66,188,0,0,0,0,0,0
897,M00897,L,302.05,316.12,1796.0,45.08,113,0,0,1,0,0,1
898,M00898,L,300.58,307.83,1191.0,31.3,74,0,0,0,0,0,0
899,M00899,L,300.31,307.49,1303.0,40.87,54,0,0,0,0,0,0
900,M00900,M,299.58,311.02,1575.0,31.01,151,0,0,0,0,0,0
901,M00901,L,301.36,313.06,1800.0,36.67,119,0,0,0,0,0,0
902,M00902,L,299.26,310.13,1557.0,61.53,92,0,0,1,0,0,1
903,M00903,L,300.47,311.14,1601.0,40.96,185,0,0,0,0,0,0
904,M00904,L,301.74,306.31,1503.0,28.12,0,0,0,0,0,0,0
905,M00905,H,298.88,308.64,1315.0,41.8,23,0,0,0,0,0,0
906,M00906,M,298.77,307.85,1412.0,26.48,240,1,0,0,0,0,1
907,M00907,L,297.61,306.21,1282.0,28.01,165,0,0,0,0,0,0
908,M00908,L,297.87,310.23,1270.0,29.59,137,0,0,0,0,0,0
909,M00909,L,296.34,305.51,1572.0,35.56,3,0,0,0,0,0,0
910,M00910,L,301.46,307.36,1298.0,49.37,149,0,0,0,0,0,0
911,M00911,M,303.62,308.93,1558.0,45.78,108,0,0,0,0,0,0
912,M00912,H,302.85,308.34,1266.0,45.23,149,0,0,0,0,0,0
913,M00913,H,296.75,310.79,1553.0,29.01,10,0,0,0,0,0,0
914,M00914,H,301.45,310.61,1412.0,34.59,137,0,0,0,0,0,0
915,M00915,H,302.84,311.79,1753.0,42.72,144,0,0,0,0,0,0
916,M00916,H,299.09,311.5,1558.0,33.72,72,0,0,0,0,0,0
917,M00917,L,300.2,312.28,1722.0,37.22,13,0,0,0,0,0,0
918,M00918,L,295.98,310.0,1364.0,44.41,242,1,0,0,0,0,1
919,M00919,L,300.53,310.61,1510.0,36.51,177,0,0,0,0,0,0
920,M00920,M,297.87,311.02,1323.0,42.26,155,0,0,0,0,0,0
921,M00921,L,300.4,310.28,1426.0,55.93,191,0,0,0,0,0,0
922,M00922,H,296.88,309.21,1453.0,38.28,167,0,0,0,0,0,0
923,M00923,M,301.09,309.34,1369.0,51.79,33,0,0,0,0,0,0
924,M00924,M,302.05,308.36,1281.0,45.59,113,0,0,0,0,0,0
925,M00925,L,298.43,310.84,1246.0,25.33,222,1,0,0,0,0,1
926,M00926,L,297.73,309.81,1079.0,28.98,71,0,0,0,0,0,0
927,M00927,L,295.69,308.67,1310.0,31.66,243,1,0,0,0,0,1
928,M00928,H,299.47,308.68,1613.0,31.45,16,0,0,0,0,0,0
929,M00929,M,298.84,307.58,1212.0,39.1,82,0,0,0,0,0,0
930,M00930,M,296.9,311.96,1254.0,46.15,87,0,0,0,0,0,0
931,M00931,L,300.91,310.16,1822.0,52.55,154,0,0,1,0,0,1
932,M00932,L,299.1,308.27,1385.0,43.08,44,0,0,0,0,0,0
933,M00933,L,297.85,311.62,1558.0,35.54,57,0,0,0,0,0,0
934,M00934,M,298.89,308.88,1616.0,19.18,165,0,0,0,0,0,0
935,M00935,M,302.14,307.19,1619.0,40.71,71,0,0,0,0,0,0
936,M00936,L,301.21,312.04,1226.0,40.26,219,0,0,0,0,0,0
937,M00937,H,299.74,308.93,1458.0,41.83,217,0,0,0,0,0,0
938,M00938,L,301.24,309.18,1209.0,61.06,75,0,0,0,0,0,0
939,M00939,H,297.68,310.08,1940.0,52.41,139,0,0,1,0,0,1
940,M00940,L,300.06,312.29,1213.0,47.85,83,0,0,0,0,0,0
941,M00941,L,300.29,310.04,1311.0,30.38,86,0,0,0,0,0,0
942,M00942,H,299.06,307.6,1313.0,34.87,167,0,0,0,0,0,0
943,M00943,L,300.87,311.09,1231.0,39.05,73,0,0,0,0,0,0
944,M00944,L,298.44,309.03,1743.0,32.25,37,0,0,0,0,0,0
945,M00945,L,301.02,313.78,1936.0,45.0,64,0,0,1,0,0,1
946,M00946,L,301.1,310.0,1414.0,43.57,232,1,0,0,0,0,1
947,M00947,M,294.17,305.53,1262.0,29.12,64,0,0,0,0,0,0
948,M00948,H,302.38,310.71,1097.0,51.97,90,0,0,0,0,0,0
949,M00949,H,293.9,313.89,1456.0,41.02,157,0,0,0,0,0,0
950,M00950,L,298.77,313.15,1443.0,22.71,25,0,0,0,0,0,0
951,M00951,M,302.05,313.66,1383.0,39.49,67,0,0,0,0,0,0
952,M00952,L,299.37,307.96,1540.0,42.81,43,0,0,0,0,0,0
953,M00953,L,297.07,311.82,1571.0,49.73,231,1,0,0,0,0,1
954,M00954,L,297.81,308.56,1558.0,36.63,233,1,0,0,0,0,1
955,M00955,H,302.05,310.45,1443.0,48.28,188,0,0,0,0,0,0
956,M00956,H,296.16,307.45,1302.0,41.87,61,0,0,0,0,0,0
957,M00957,M,302.26,308.71,1620.0,26.85,154,0,0,0,0,0,0
958,M00958,M,299.89,308.65,1502.0,25.85,165,0,0,0,0,0,0
959,M00959,L,297.62,311.8,1660.0,51.23,217,0,0,1,0,0,1
960,M00960,M,298.83,311.6,1642.0,51.96,39,0,0,1,0,0,1
961,M00961,M,297.97,310.55,1244.0,43.23,184,0,0,0,0,0,0
962,M00962,L,301.73,307.3,1242.0,54.96,48,0,0,0,0,0,0
963,M00963,L,301.46,309.38,1364.0,50.57,142,0,0,0,0,0,0
964,M00964,L,296.56,308.51,1310.0,46.84,219,0,0,0,0,0,0
965,M00965,H,299.19,311.74,1636.0,30.89,15,0,0,0,0,0,0
966,M00966,L,298.27,312.36,1563.0,57.31,37,0,0,1,0,0,1
967,M00967,H,302.59,312.11,1698.0,45.36,203,0,0,0,0,0,0
968,M00968,L,297.3,308.49,1571.0,36.14,4,0,0,0,0,0,0
969,M00969,M,303.21,304.52,1538.0,33.32,171,0,0,0,0,0,0
970,M00970,L,299.93,306.47,1716.0,42.57,125,0,0,0,0,0,0
971,M00971,L,297.68,312.84,1585.0,23.29,86,0,0,0,0,0,0
972,M00972,L,298.65,309.2,1512.0,47.0,215,0,0,0,0,0,0
973,M00973,L,298.4,308.5,1766.0,30.46,212,0,0,0,0,0,0
974,M00974,H,297.45,313.29,1521.0,43.71,81,0,0,0,0,0,0
975,M00975,L,300.19,312.53,1445.0,34.78,1,0,0,0,0,0,0
976,M00976,M,297.54,310.05,1349.0,37.36,32,0,0,0,0,0,0
977,M00977,L,295.64,309.41,1627.0,32.43,26,0,0,0,0,0,0
978,M00978,L,299.24,309.74,1723.0,38.39,245,1,0,0,0,0,1
979,M00979,M,296.39,310.45,1491.0,58.89,149,0,0,1,0,0,1
980,M00980,L,298.5,313.2,1735.0,53.85,169,0,0,1,0,0,1
981,M00981,H,298.18,310.84,1145.0,43.54,57,0,0,0,0,0,0
982,M00982,H,298.26,311.45,1490.0,39.75,212,0,0,0,0,0,0
983,M00983,M,304.0,312.34,1493.0,48.44,180,0,0,0,0,0,0
984,M00984,L,300.11,307.66,1369.0,51.3,188,0,0,0,0,0,0
985,M00985,L,300.49,311.51,1929.0,31.7,117,0,0,0,0,0,0
986,M00986,H,296.45,309.41,1488.0,39.23,174,0,0,0,0,0,0
987,M00987,L,298.69,304.97,1427.0,21.78,136,0,0,0,0,0,0
988,M00988,L,300.43,305.74,1505.0,51.23,96,0,0,0,0,0,0
989,M00989,L,297.95,307.96,1139.0,60.65,148,0,0,0,0,0,0
990,M00990,M,301.82,311.06,1363.0,40.8,81,0,0,0,0,0,0
991,M00991,M,297.59,310.23,1677.0,18.75,238,1,0,0,0,0,1
992,M00992,M,299.43,310.37,1387.0,46.09,179,0,0,0,0,0,0
993,M00993,M,298.83,313.9,1351.0,30.96,184,0,0,0,0,0,0
994,M00994,L,300.33,307.46,1736.0,33.37,179,0,0,0,0,0,0
995,M00995,H,298.72,309.95,1741.0,46.27,112,0,0,1,0,0,1
996,M00996,L,299.46,310.61,1593.0,42.55,237,1,0,0,0,0,1
997,M00997,M,299.53,308.53,1418.0,35.12,51,0,0,0,0,0,0
998,M00998,L,298.53,310.06,1457.0,33.5,142,0,0,0,0,0,0
999,M00999,H,300.97,306.8,1355.0,41.26,17,0,0,0,0,1,1
1000,M01000,L,300.48,312.82,1321.0,35.91,73,0,0,0,0,0,0
